,timesteps,ep_reward,num_updates,episodes
227,200,-370.59095584987364,0,227
228,16,-27.621607147081455,0,228
229,16,-25.81397038184475,0,229
230,46,-63.02077738114742,0,230
231,17,-28.686116448750397,0,231
232,200,-354.14274978767986,1,232
233,200,-369.4254576002988,0,233
234,88,-156.99157735302126,0,234
235,20,-38.36258295007722,0,235
236,17,-27.872237716638974,0,236
237,200,-353.2116494204247,0,237
238,20,-35.05893134957767,0,238
239,85,-156.60490229216546,0,239
240,17,-28.47523630521949,0,240
241,19,-35.69118043462344,0,241
242,104,-192.43869564353923,0,242
243,87,-167.07226263497242,0,243
244,15,-24.580078868967373,0,244
245,15,-24.557179452279858,0,245
246,15,-24.669423023122903,0,246
247,200,-334.4290438831161,0,247
248,21,-33.58256139531427,0,248
249,20,-33.09034138906434,0,249
250,19,-37.521700057071875,0,250
251,17,-28.731283192526067,0,251
252,16,-26.475979099585807,0,252
253,20,-26.919522383879567,0,253
254,19,-31.917171404831066,0,254
255,16,-24.949591092868758,0,255
256,25,-49.72446883368246,0,256
257,96,-162.74688403370487,0,257
258,21,-42.01077262183774,0,258
259,200,-366.0714409086228,0,259
260,17,-31.774435082838586,0,260
261,86,-151.92466545910892,0,261
262,14,-24.88217148259481,0,262
263,200,-363.6385670270903,1,263
264,20,-37.252031772250575,0,264
265,83,-149.82207251493605,0,265
266,16,-25.544319260338682,0,266
267,21,-40.35297023379017,0,267
268,92,-168.26134834682694,0,268
269,14,-24.088999180137044,0,269
270,200,-387.49639662960965,0,270
271,14,-24.342760771735673,0,271
272,200,-367.4411514985604,0,272
273,18,-30.253982186333054,0,273
274,18,-28.542800778723407,0,274
275,14,-24.10594544639618,0,275
276,17,-28.280394856374098,0,276
277,85,-151.7374493777847,0,277
278,41,-56.31038070288972,0,278
279,19,-30.525541919375193,0,279
280,15,-26.823000650560722,0,280
281,18,-29.903846390452408,0,281
282,103,-160.30312642512698,0,282
283,38,-48.33809698790857,0,283
284,170,-303.3612095354745,0,284
285,15,-23.932596763529197,0,285
286,15,-25.88074180457888,0,286
287,46,-63.720111200408226,0,287
288,200,-362.43792664608947,0,288
289,15,-24.14566761272641,0,289
290,84,-142.3021052645214,0,290
291,15,-25.636936951925318,0,291
292,111,-193.58185421334866,0,292
293,17,-29.421616490473717,0,293
294,21,-35.400269329848975,0,294
295,15,-24.283782035164013,0,295
296,18,-29.76226784198307,0,296
297,16,-29.95246747944024,0,297
298,44,-66.38761920292691,0,298
299,15,-24.652795926889546,0,299
300,17,-28.024114034575895,0,300
301,52,-69.54955538974413,0,301
302,15,-25.733208259345947,0,302
303,79,-141.27519263716462,1,303
304,16,-26.852235349656052,0,304
305,17,-27.59801616223153,0,305
306,16,-25.60107170495941,0,306
307,16,-26.178667501113846,0,307
308,17,-31.13610617270359,0,308
309,15,-24.798714231204247,0,309
310,98,-168.68677821166244,0,310
311,16,-29.88933638768602,0,311
312,16,-24.762842866552482,0,312
313,18,-30.58835326609467,0,313
314,15,-26.003832651148322,0,314
315,15,-26.981033994111982,0,315
316,84,-156.48297248336215,0,316
317,90,-166.39205871141147,0,317
318,120,-204.50360981251947,0,318
319,86,-144.30543192755533,0,319
320,16,-31.248590945191232,0,320
321,90,-178.25471576359462,0,321
322,88,-170.8229508673803,0,322
323,15,-24.564579576234877,0,323
324,21,-30.171367326344004,0,324
325,114,-185.65958351738593,0,325
326,16,-28.72800469794921,0,326
327,186,-325.64162586835806,0,327
328,15,-23.658624267029488,0,328
329,18,-31.43617182248784,0,329
330,19,-31.3411577596974,0,330
331,17,-26.375252792331125,0,331
332,40,-50.69016607812797,0,332
333,14,-24.017035292371567,0,333
334,16,-27.172538854237192,0,334
335,89,-165.22189566029135,0,335
336,16,-27.031916751990746,0,336
337,174,-280.6758103563711,0,337
338,15,-25.035745077032388,0,338
339,14,-24.08524614964358,0,339
340,17,-27.427384279716126,0,340
341,16,-25.572896138427012,0,341
342,15,-24.75390689443031,0,342
343,16,-24.5204493296963,0,343
344,15,-25.566820978369527,0,344
345,17,-27.18254169303055,0,345
346,15,-24.949387024344293,0,346
347,16,-27.797957424127073,0,347
348,87,-153.6007797518391,0,348
349,16,-27.068736285789882,0,349
350,18,-30.103239320717545,0,350
351,20,-35.382875785189476,0,351
352,15,-25.66041380421937,0,352
353,15,-26.176461971625315,0,353
354,15,-26.473798508061304,0,354
355,15,-26.677857855228616,1,355
356,15,-25.39899212838134,0,356
357,18,-28.543764826016133,0,357
358,15,-24.90288328979007,0,358
359,14,-24.98417188711922,0,359
360,18,-27.18010312291401,0,360
361,16,-27.49471422437597,0,361
362,15,-24.59923273870325,0,362
363,200,-369.8512209502807,0,363
364,200,-370.8849814383308,0,364
365,16,-27.152567200587743,0,365
366,15,-24.99840586436855,0,366
367,18,-35.435286604733086,0,367
368,15,-25.53958479480722,0,368
369,82,-148.96260645135763,0,369
370,19,-34.601937826821946,0,370
371,14,-24.570836381025778,0,371
372,84,-140.38708438854314,0,372
373,15,-26.304750885964474,0,373
374,14,-24.68455278598141,0,374
375,89,-157.91985125545636,0,375
376,19,-36.913123878112806,0,376
377,17,-33.97909135315678,0,377
378,85,-160.3850069811628,0,378
379,18,-28.571520486197436,0,379
380,147,-266.3178590787365,0,380
381,161,-299.52111567413436,0,381
382,21,-35.7213805869436,0,382
383,15,-27.350636032462937,0,383
384,15,-27.250502272387973,0,384
385,85,-149.08615549154317,0,385
386,18,-33.61782936720393,0,386
387,17,-30.854179996857212,0,387
388,19,-32.95422794217163,0,388
389,21,-37.27310531438164,0,389
390,161,-313.97864773079345,0,390
391,15,-25.10882100378681,0,391
392,84,-157.39546331027393,0,392
393,16,-29.864128259348607,0,393
394,15,-25.475042831229224,0,394
395,14,-24.9326579827187,0,395
396,90,-149.56693924141481,0,396
397,184,-336.28315664041884,1,397
398,14,-24.234493256307793,0,398
399,17,-30.78265005435022,0,399
400,15,-24.59466316797187,0,400
401,20,-38.806185684940004,0,401
402,14,-24.95010405869822,0,402
403,15,-23.600092304460624,0,403
404,15,-25.310235333651846,0,404
405,15,-25.64234821509669,0,405
406,16,-26.599829163216523,0,406
407,85,-150.34994096432007,0,407
408,18,-32.1143894546707,0,408
409,86,-148.58254203708807,0,409
410,15,-25.493925714393075,0,410
411,82,-147.92261339380602,0,411
412,16,-28.6457909200819,0,412
413,80,-136.97743082348185,0,413
414,15,-26.14962352697541,0,414
415,15,-24.482877360771962,0,415
416,83,-148.59385256912384,0,416
417,15,-24.8050262275257,0,417
418,106,-173.21508146164157,0,418
419,15,-24.590262393791537,0,419
420,15,-24.591748633591823,0,420
421,15,-24.94728523255189,0,421
422,17,-27.013007759487778,0,422
423,119,-193.10741196147066,0,423
424,15,-25.53800437049217,0,424
425,17,-29.7467075836643,0,425
426,111,-175.6587163272404,0,426
427,16,-26.288116813441484,0,427
428,15,-25.487424446681274,0,428
429,14,-24.330483685463655,0,429
430,150,-259.6143575512207,0,430
431,15,-24.959376558645683,0,431
432,38,-50.71524626461451,0,432
433,15,-25.041559867149967,0,433
434,83,-144.67064304318743,0,434
435,182,-302.9501371262236,0,435
436,17,-30.70106023925159,0,436
437,86,-152.3138480749751,0,437
438,16,-25.78533110917898,0,438
439,19,-36.74212415301644,0,439
440,39,-54.97847979451476,0,440
441,78,-135.51977462052446,0,441
442,16,-26.327201258158606,1,442
443,17,-27.41278196839836,0,443
444,14,-23.655634944827323,0,444
445,16,-24.622527222645104,0,445
446,15,-25.38186794867406,0,446
447,20,-36.884715266619985,0,447
448,18,-28.778860136614096,0,448
449,15,-25.370624361886176,0,449
450,17,-30.480398753513015,0,450
451,41,-53.458573446317196,0,451
452,17,-31.948096985089432,0,452
453,15,-25.654694612877563,0,453
454,16,-26.485430185989145,0,454
455,16,-26.135772762760265,0,455
456,16,-26.16707801063473,0,456
457,87,-154.6646309439187,0,457
458,16,-26.083268602093707,0,458
459,15,-24.930552522504154,0,459
460,15,-25.634276950061977,0,460
461,17,-30.71076517823053,0,461
462,15,-25.671145355045567,0,462
463,16,-26.170460720543435,0,463
464,16,-27.474713321235296,0,464
465,15,-25.97941300210582,0,465
466,19,-27.659546443068702,0,466
467,15,-24.981687755142094,0,467
468,110,-179.4553696488154,0,468
469,83,-147.94255160598155,0,469
470,16,-26.83719286564951,0,470
471,16,-26.152052787512826,0,471
472,15,-25.087273959842317,0,472
473,83,-143.3636634303796,0,473
474,15,-25.0100937338973,0,474
475,17,-29.4382352774371,0,475
476,18,-29.226240517649583,0,476
477,122,-203.08805614048788,0,477
478,18,-30.144439672809472,0,478
479,16,-27.095269544275112,0,479
480,15,-27.133749490659692,0,480
481,15,-24.50420764352601,0,481
482,17,-31.885850926237005,0,482
483,78,-140.19809690938362,0,483
484,15,-25.054393963016302,0,484
485,15,-23.910422929320475,0,485
486,15,-25.304583039559645,0,486
487,15,-25.518886623104084,0,487
488,17,-28.061771816144326,0,488
489,18,-29.10385018462976,0,489
490,14,-24.787882860235563,0,490
491,15,-25.127153900782687,0,491
492,15,-25.64597659270655,0,492
493,15,-24.946633833954117,0,493
494,82,-141.62947240406277,0,494
495,16,-30.219944161387616,0,495
496,15,-25.76648304035749,0,496
497,15,-25.535134483600817,0,497
498,15,-25.275699795201056,0,498
499,17,-27.72891013245699,0,499
500,16,-25.290242493376546,0,500
